customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges,TotalCharges1
0404-AHASP,Male,0,Yes,No,72,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.7,0,1421.9,2928.5
7279-NMVJC,Female,0,No,No,17,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Bank transfer (automatic),19.9,0,323.15,100.35
2081-VEYEH,Male,0,No,No,3,1,No,Fiber optic,No,Yes,Yes,1,1,1,Month-to-month,Yes,Electronic check,107.95,0,318.6,273.2
6407-UTSLV,Female,1,No,No,2,1,No,Fiber optic,No,Yes,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),83.8,0,163.7,1608.15
4116-TZAQJ,Female,0,No,No,9,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Credit card (automatic),74.25,1,639.65,1441.95
9060-HJJRW,Female,0,No,No,51,0,No phone service,DSL,No,Yes,Yes,0,1,1,One year,Yes,Credit card (automatic),56.4,0,2928.5,2168.15
2587-YNLES,Female,0,Yes,Yes,6,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.1,0,100.35,3618.7
7398-SKNQZ,Female,0,Yes,No,3,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,94.9,0,273.2,5692.65
5935-FCCNB,Female,1,No,No,17,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,94.2,0,1608.15,59.85
1958-RNRKS,Male,0,Yes,No,30,1,Yes,DSL,No,No,No,0,0,0,Month-to-month,No,Electronic check,49.9,0,1441.95,69.6
5136-RGMZO,Male,0,No,No,31,1,Yes,DSL,No,Yes,No,1,1,0,Month-to-month,Yes,Electronic check,71.05,0,2168.15,5969.3
8345-MVDYC,Female,0,No,No,45,1,No,DSL,Yes,No,Yes,1,1,1,Two year,No,Bank transfer (automatic),81.65,0,3618.7,19.05
8226-BXGES,Male,0,Yes,No,64,1,Yes,Fiber optic,Yes,Yes,Yes,0,0,0,One year,No,Bank transfer (automatic),89.45,0,5692.65,418.8
3877-JRJIP,Male,0,No,No,1,1,Yes,DSL,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,59.85,1,59.85,8100.55
8375-DKEBR,Female,1,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,69.6,1,69.6,19.5
9705-IOVQQ,Male,1,Yes,Yes,61,1,Yes,Fiber optic,No,Yes,No,0,1,1,One year,No,Electronic check,99.0,0,5969.3,313.45
1015-OWJKI,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.05,0,19.05,6130.95
7511-YMXVQ,Male,0,No,No,9,0,No phone service,DSL,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,45.4,1,418.8,69.9
2040-XBAVJ,Male,0,Yes,Yes,72,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,No,Bank transfer (automatic),114.45,0,8100.55,745.3
7551-JOHTI,Female,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.5,1,19.5,1212.1
8887-IPQNC,Female,0,Yes,No,7,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,44.25,0,313.45,183.75
8646-JCOMS,Female,0,Yes,No,66,1,Yes,Fiber optic,No,Yes,Yes,1,0,0,One year,Yes,Bank transfer (automatic),90.55,0,6130.95,1583.5
9804-ICWBG,Male,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,69.9,1,69.9,4162.05
1222-KJNZD,Male,0,Yes,Yes,40,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Bank transfer (automatic),20.4,0,745.3,1119.9
0106-GHRQR,Male,0,No,No,16,1,Yes,DSL,No,Yes,Yes,0,0,1,Month-to-month,Yes,Bank transfer (automatic),71.4,0,1212.1,8013.55
5318-IXUZF,Female,0,No,No,2,1,No,Fiber optic,No,Yes,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),87.15,1,183.75,264.85
3768-VHXQO,Male,0,Yes,No,67,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),24.85,0,1583.5,1102.4
8952-WCVCD,Female,0,Yes,No,41,1,No,Fiber optic,Yes,Yes,Yes,0,1,1,One year,Yes,Bank transfer (automatic),104.45,0,4162.05,5832.0
2418-TPEUN,Female,0,Yes,Yes,56,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),19.8,0,1119.9,4304.5
3963-RYFNS,Female,0,No,No,72,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),116.45,0,8013.55,1178.4
3198-VELRD,Female,0,Yes,Yes,3,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Bank transfer (automatic),84.75,1,264.85,1421.75
8540-ZQGEA,Female,0,Yes,No,54,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),20.05,0,1102.4,6827.5
1320-REHCS,Male,1,No,No,52,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Month-to-month,Yes,Electronic check,110.75,0,5832.0,4698.05
4137-JOPHL,Female,0,No,No,50,1,No,Fiber optic,No,No,Yes,1,0,1,Two year,Yes,Bank transfer (automatic),89.7,0,4304.5,654.5
9436-ZBZCT,Male,0,No,No,14,1,Yes,Fiber optic,No,No,No,1,1,0,Month-to-month,Yes,Electronic check,89.95,1,1178.4,3268.05
7801-CEDNV,Male,0,Yes,No,27,1,No,DSL,Yes,No,No,0,0,0,One year,No,Credit card (automatic),48.7,0,1421.75,4362.05
2057-BOYKM,Female,1,Yes,No,72,1,Yes,Fiber optic,Yes,Yes,Yes,1,0,0,Two year,Yes,Bank transfer (automatic),96.6,0,6827.5,1386.9
3658-QQJYD,Male,0,No,No,62,1,No,DSL,Yes,Yes,No,0,1,1,One year,Yes,Credit card (automatic),74.3,0,4698.05,415.4
1803-BGNBD,Female,0,No,No,12,1,No,DSL,No,Yes,No,1,0,0,Month-to-month,Yes,Electronic check,54.3,0,654.5,2614.1
0134-XWXCE,Female,1,No,No,44,1,No,DSL,No,No,Yes,1,1,1,One year,No,Bank transfer (automatic),74.85,0,3268.05,1513.6
6950-TWMYB,Male,0,Yes,Yes,54,1,No,Fiber optic,No,Yes,No,1,0,0,Two year,Yes,Bank transfer (automatic),79.95,0,4362.05,3161.6
5848-FHRFC,Female,0,No,No,68,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),20.05,0,1386.9,80.95
2243-FNMMI,Male,0,No,No,20,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.4,0,415.4,4676.7
2511-MORQY,Male,0,Yes,Yes,50,1,Yes,DSL,No,No,Yes,0,0,0,One year,No,Bank transfer (automatic),54.9,0,2614.1,6526.65
5356-KZCKT,Male,0,No,No,58,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),24.45,0,1513.6,583.3
9470-XCCEM,Male,0,Yes,Yes,35,1,Yes,Fiber optic,No,Yes,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),89.65,0,3161.6,8078.1
6519-CFDBX,Female,0,No,No,2,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,45.4,0,80.95,3503.5
3902-MIVLE,Male,0,Yes,Yes,63,1,Yes,DSL,Yes,No,Yes,1,0,1,Two year,No,Mailed check,75.7,0,4676.7,6669.45
0409-WTMPL,Female,0,Yes,No,58,1,Yes,Fiber optic,Yes,Yes,Yes,0,1,1,One year,Yes,Credit card (automatic),110.65,0,6526.65,4689.5
8763-KIAFH,Female,0,Yes,Yes,27,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Mailed check,20.55,0,583.3,1201.15
3669-WHAFY,Female,0,Yes,No,71,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),115.15,0,8078.1,143.65
3055-VTCGS,Female,0,No,No,63,1,No,DSL,No,No,Yes,0,0,1,One year,No,Credit card (automatic),58.55,0,3503.5,1292.65
3144-KMTWZ,Male,0,Yes,No,71,1,Yes,Fiber optic,No,Yes,Yes,0,0,1,Month-to-month,Yes,Bank transfer (automatic),93.25,0,6669.45,48.75
7279-BUYWN,Female,1,No,No,41,1,Yes,Fiber optic,Yes,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,113.2,1,4689.5,7108.2
7156-MHUGY,Male,1,No,No,13,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,90.5,1,1201.15,1802.55
7198-GLXTC,Male,0,No,No,2,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,No,Electronic check,79.0,1,143.65,1505.15
2007-QVGAW,Female,0,Yes,Yes,68,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Bank transfer (automatic),19.35,0,1292.65,1859.1
5207-PLSTK,Male,0,Yes,Yes,1,1,No,DSL,Yes,No,No,0,0,0,Month-to-month,Yes,Mailed check,48.75,0,48.75,168.5
2307-FYNNL,Male,1,No,No,65,1,Yes,Fiber optic,Yes,No,Yes,1,1,1,Two year,Yes,Electronic check,109.05,0,7108.2,390.85
5605-XNWEN,Male,1,Yes,No,72,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Bank transfer (automatic),25.0,0,1802.55,6339.45
2155-AMQRX,Female,0,No,No,28,1,Yes,DSL,No,No,No,1,0,0,Month-to-month,Yes,Credit card (automatic),54.9,0,1505.15,1652.4
6181-AXXYF,Male,0,Yes,Yes,72,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),24.75,0,1859.1,71.65
5091-HFAZW,Female,0,No,No,2,1,No,Fiber optic,Yes,Yes,No,0,1,0,Month-to-month,Yes,Electronic check,91.15,0,168.5,77.5
0516-VRYBW,Female,0,No,Yes,18,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Bank transfer (automatic),20.15,1,390.85,6392.85
2519-LBNQL,Male,1,Yes,No,60,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,104.35,0,6339.45,3264.5
8623-ULFNQ,Female,1,No,No,26,1,Yes,DSL,No,No,No,1,0,1,Month-to-month,Yes,Electronic check,66.05,0,1652.4,4599.15
8380-PEFPE,Male,0,No,Yes,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,71.65,1,71.65,1134.25
5687-DKDTV,Female,0,No,No,4,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.35,1,77.5,1621.35
1568-LJSZU,Male,0,Yes,Yes,68,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),92.2,0,6392.85,947.3
7530-HDYDS,Female,0,No,No,38,1,No,Fiber optic,No,Yes,Yes,1,0,0,Month-to-month,Yes,Credit card (automatic),84.25,1,3264.5,2722.2
7789-HKSBS,Female,1,Yes,No,42,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,One year,Yes,Bank transfer (automatic),105.2,0,4599.15,3058.3
7416-CKTEP,Female,0,Yes,No,57,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Bank transfer (automatic),19.6,0,1134.25,1769.6
2586-CWXVV,Male,0,Yes,No,54,0,No phone service,DSL,No,Yes,No,0,0,0,Month-to-month,No,Electronic check,30.4,0,1621.35,6293.75
3096-IZETN,Female,0,No,No,12,1,No,Fiber optic,No,No,No,0,0,1,Month-to-month,No,Bank transfer (automatic),78.1,1,947.3,1761.05
2348-KCJLT,Female,0,Yes,No,44,1,No,DSL,Yes,Yes,Yes,0,0,0,One year,Yes,Mailed check,61.5,0,2722.2,1642.75
8401-EMUWF,Male,0,Yes,Yes,42,1,Yes,DSL,Yes,Yes,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),69.4,0,3058.3,578.5
4193-IBKSW,Male,0,Yes,Yes,72,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),24.75,0,1769.6,954.9
5377-NDTOU,Female,0,Yes,Yes,71,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Mailed check,91.05,0,6293.75,973.25
5922-ABDVO,Female,0,Yes,No,19,1,Yes,Fiber optic,No,No,Yes,0,0,1,Month-to-month,No,Mailed check,89.65,1,1761.05,43.85
2474-LCNUE,Female,0,Yes,No,23,1,Yes,DSL,No,No,No,1,1,1,Month-to-month,Yes,Credit card (automatic),73.65,0,1642.75,1490.4
0839-QNXME,Female,0,No,No,30,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.4,0,578.5,280.0
3506-OVLKD,Male,0,No,No,35,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Bank transfer (automatic),26.2,0,954.9,1901.25
9172-ANCRX,Female,0,No,No,10,1,Yes,Fiber optic,Yes,No,No,0,1,1,Month-to-month,Yes,Electronic check,98.7,1,973.25,716.4
6650-VJONK,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Bank transfer (automatic),43.85,0,43.85,4720.0
2178-PMGCJ,Male,0,No,No,22,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,69.7,0,1490.4,930.95
7492-TAFJD,Male,0,Yes,Yes,7,0,No phone service,DSL,Yes,Yes,Yes,0,0,0,Two year,No,Mailed check,38.55,0,280.0,76.35
2773-MADBQ,Female,0,No,No,36,0,No phone service,DSL,Yes,Yes,Yes,1,0,1,Two year,Yes,Mailed check,53.1,0,1901.25,1676.95
6016-LVTJQ,Female,0,Yes,Yes,34,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.65,0,716.4,2642.05
7860-KSUGX,Male,0,Yes,Yes,72,1,Yes,DSL,Yes,Yes,Yes,0,0,0,Two year,No,Credit card (automatic),64.45,0,4720.0,6770.85
8966-KZXXA,Male,0,Yes,Yes,36,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),25.1,0,930.95,1835.3
6910-HADCM,Female,0,No,No,1,1,No,Fiber optic,No,No,Yes,0,0,0,Month-to-month,No,Electronic check,76.35,1,76.35,1588.25
4816-LXZYW,Female,0,No,No,23,1,Yes,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Electronic check,79.15,1,1676.95,75.5
9606-PBKBQ,Male,1,Yes,No,32,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,85.0,1,2642.05,258.35
5149-QYTTU,Female,0,Yes,Yes,71,1,Yes,Fiber optic,Yes,Yes,Yes,1,0,0,One year,Yes,Credit card (automatic),95.15,0,6770.85,1502.25
2070-XYMFH,Female,1,No,No,23,1,Yes,Fiber optic,No,No,Yes,0,0,0,Month-to-month,Yes,Mailed check,79.35,0,1835.3,19.2
2085-BOJKI,Male,0,Yes,No,17,1,No,Fiber optic,No,No,Yes,0,1,1,One year,Yes,Bank transfer (automatic),96.65,0,1588.25,6929.4
0817-HSUSE,Male,0,No,No,1,1,No,DSL,No,No,Yes,1,1,1,Month-to-month,Yes,Electronic check,75.5,0,75.5,4453.3
5442-PPTJY,Male,0,Yes,Yes,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.7,0,258.35,3244.4
1927-QEWMY,Female,0,Yes,No,72,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),20.5,0,1502.25,323.45
1663-MHLHE,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.2,0,19.2,2661.1
5663-QBGIS,Male,1,Yes,No,72,1,Yes,Fiber optic,No,Yes,No,0,1,1,Two year,No,Bank transfer (automatic),98.35,0,6929.4,2697.4
4450-MDZFX,Male,0,Yes,Yes,60,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Bank transfer (automatic),74.35,0,4453.3,1424.5
6701-DHKWQ,Female,0,Yes,Yes,61,0,No phone service,DSL,No,Yes,Yes,1,1,0,Two year,No,Credit card (automatic),51.35,0,3244.4,1401.15
7554-AKDQF,Female,0,Yes,No,6,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,45.65,0,323.45,1739.6
3536-IQCTX,Male,1,Yes,No,32,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,No,Electronic check,85.3,1,2661.1,5931.0
4911-BANWH,Female,0,No,Yes,31,1,Yes,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Credit card (automatic),86.55,1,2697.4,2333.85
8496-EJAUI,Male,0,No,No,19,1,No,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Credit card (automatic),73.85,1,1424.5,949.85
0794-YVSGE,Male,0,Yes,Yes,72,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),20.3,0,1401.15,572.45
5423-BHIXO,Female,0,No,No,32,1,Yes,DSL,No,Yes,No,0,0,0,Month-to-month,Yes,Electronic check,54.2,0,1739.6,696.8
6908-VVYHM,Male,0,Yes,No,65,1,Yes,Fiber optic,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,90.65,0,5931.0,1381.8
2959-EEXWB,Female,0,Yes,Yes,45,0,No phone service,DSL,Yes,No,No,0,1,1,Month-to-month,Yes,Bank transfer (automatic),50.9,0,2333.85,2572.95
1839-UMACK,Male,0,No,No,42,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Electronic check,25.05,0,949.85,47.95
3030-YDNRM,Male,0,No,No,8,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,74.85,0,572.45,45.1
7321-KKSDU,Male,0,No,Yes,32,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.5,0,696.8,45.0
3402-XRIUO,Female,1,Yes,No,22,1,Yes,DSL,Yes,Yes,No,1,0,0,Month-to-month,Yes,Mailed check,63.55,0,1381.8,2122.45
3132-TVFDZ,Male,1,Yes,No,57,0,No phone service,DSL,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,44.85,1,2572.95,20.05
8286-AFUYI,Male,0,No,No,1,1,No,DSL,Yes,No,No,0,0,0,Month-to-month,No,Electronic check,47.95,0,47.95,4931.8
8080-DDEMJ,Male,1,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Electronic check,45.1,1,45.1,116.95
8356-WUAOJ,Female,0,Yes,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,45.0,0,45.0,6937.95
6365-MTGZX,Male,0,No,No,24,1,No,Fiber optic,No,No,No,1,1,1,Month-to-month,Yes,Electronic check,96.0,1,2122.45,1261.7
1349-WXNGG,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Bank transfer (automatic),20.05,1,20.05,3273.8
8058-DMYRU,Male,1,No,No,54,1,Yes,Fiber optic,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,90.05,0,4931.8,1415.85
9350-ZXYJC,Female,0,No,No,4,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),25.3,0,116.95,3958.2
6990-YNRIO,Male,0,Yes,Yes,65,1,Yes,Fiber optic,Yes,No,Yes,1,1,1,Two year,No,Bank transfer (automatic),108.65,1,6937.95,2492.25
8958-JPTRR,Female,0,Yes,No,56,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Electronic check,24.3,0,1261.7,279.2
6959-GQEGV,Male,0,No,No,45,1,No,DSL,Yes,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,75.95,0,3273.8,1083.0
3173-WSSUE,Female,0,Yes,Yes,71,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.7,0,1415.85,755.5
1265-HVPZB,Male,0,Yes,No,59,1,No,DSL,Yes,Yes,Yes,0,1,0,One year,No,Credit card (automatic),66.4,0,3958.2,402.6
4115-UMJFQ,Male,0,No,No,69,0,No phone service,DSL,No,Yes,Yes,0,0,0,One year,Yes,Bank transfer (automatic),35.75,0,2492.25,3252.0
7369-TRPFD,Male,0,No,No,19,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,18.8,0,279.2,68.75
1098-KFQEC,Female,0,Yes,Yes,55,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.4,0,1083.0,46.2
7190-XHTWJ,Female,0,No,No,38,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,19.3,0,755.5,45.15
0621-TWIEM,Male,0,No,No,10,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,45.55,1,402.6,43.3
3537-RYBHH,Female,1,Yes,No,47,1,Yes,DSL,Yes,Yes,Yes,0,0,0,Month-to-month,Yes,Credit card (automatic),67.45,0,3252.0,936.85
2485-ITVKB,Female,0,Yes,No,2,0,No phone service,DSL,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,35.1,1,68.75,2250.65
3669-OYSJI,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Credit card (automatic),46.2,1,46.2,3857.1
1612-EOHDH,Female,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Electronic check,45.15,1,45.15,1441.1
6702-OHFWR,Male,1,No,No,1,0,No phone service,DSL,No,Yes,Yes,0,0,1,Month-to-month,Yes,Electronic check,43.3,1,43.3,4338.6
5296-BFCYD,Male,0,Yes,Yes,46,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Mailed check,20.1,0,936.85,1378.45
4510-PYUSH,Female,1,No,No,38,1,No,DSL,Yes,Yes,No,0,0,0,Month-to-month,Yes,Credit card (automatic),57.15,1,2250.65,45.95
9359-JANWS,Female,0,Yes,No,65,1,No,DSL,Yes,No,Yes,1,0,0,Two year,No,Credit card (automatic),58.9,0,3857.1,2566.3
7517-SAWMO,Female,0,Yes,No,19,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Electronic check,73.2,1,1441.1,171.0
4143-HHPMK,Male,0,No,No,52,1,No,Fiber optic,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,85.35,1,4338.6,1597.4
3279-DYZQM,Male,0,Yes,Yes,71,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.45,0,1378.45,4744.35
7054-LGEQW,Female,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,45.95,1,45.95,6721.6
0523-VNGTF,Female,1,No,No,52,0,No phone service,DSL,No,Yes,Yes,1,1,0,Month-to-month,Yes,Electronic check,50.5,0,2566.3,247.25
9575-IWCAZ,Male,0,Yes,No,6,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,25.1,0,171.0,44.05
7105-MXJLL,Female,1,Yes,No,26,1,No,DSL,No,No,Yes,0,0,1,One year,No,Mailed check,60.7,0,1597.4,1734.65
7064-FRRSW,Male,1,No,No,48,1,Yes,Fiber optic,No,Yes,No,0,1,1,One year,Yes,Electronic check,99.0,0,4744.35,45.55
7940-UQQUG,Female,0,Yes,Yes,64,1,Yes,Fiber optic,Yes,No,No,1,1,1,One year,Yes,Bank transfer (automatic),104.4,0,6721.6,4539.35
0923-PNFUB,Female,0,No,No,3,1,No,Fiber optic,No,Yes,No,0,1,0,Month-to-month,No,Electronic check,83.75,1,247.25,804.25
3961-SXAXY,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Bank transfer (automatic),44.05,0,44.05,5011.15
7010-BRBUU,Male,0,Yes,Yes,72,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),24.1,0,1734.65,3574.5
3566-HJGPK,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,45.55,0,45.55,8086.4
3062-ICYZQ,Female,0,Yes,Yes,51,1,Yes,Fiber optic,Yes,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,93.8,0,4539.35,4563.0
9938-PRCVK,Female,0,Yes,Yes,41,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),19.7,0,804.25,6362.35
0973-KYVNF,Female,0,Yes,Yes,72,1,No,DSL,Yes,Yes,Yes,0,1,0,Two year,Yes,Credit card (automatic),70.65,0,5011.15,67.1
5129-HHMZC,Female,0,Yes,No,43,1,Yes,DSL,Yes,Yes,No,1,1,1,Two year,No,Credit card (automatic),86.45,0,3574.5,70.05
9637-CDTKZ,Male,0,Yes,No,72,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),114.1,0,8086.4,165.45
3946-JEWRQ,Male,0,Yes,No,47,1,Yes,Fiber optic,No,No,No,0,1,1,One year,Yes,Credit card (automatic),95.2,0,4563.0,1156.55
7873-CVMAW,Male,0,No,No,72,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),88.55,0,6362.35,1834.15
0463-WZZKO,Male,0,No,No,3,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Credit card (automatic),20.75,0,67.1,3653.35
3494-JCHRQ,Male,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.05,1,70.05,1477.65
6474-FVJLC,Male,0,No,No,2,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,86.0,1,165.45,1706.45
4524-QCSSM,Male,0,No,No,26,0,No phone service,DSL,Yes,Yes,No,0,0,1,Month-to-month,Yes,Bank transfer (automatic),44.65,0,1156.55,3953.7
5832-EXGTT,Male,0,Yes,Yes,29,1,No,DSL,Yes,No,No,0,0,1,Month-to-month,Yes,Mailed check,60.2,0,1834.15,1194.3
8840-DQLGN,Female,1,Yes,No,35,1,Yes,Fiber optic,Yes,Yes,No,1,1,0,Month-to-month,Yes,Bank transfer (automatic),100.5,1,3653.35,1327.85
2039-JONDJ,Male,0,No,No,27,1,No,DSL,Yes,Yes,No,0,0,0,One year,No,Bank transfer (automatic),55.45,0,1477.65,419.7
7217-JYHOQ,Male,0,Yes,Yes,24,1,No,DSL,Yes,Yes,No,1,0,1,Month-to-month,Yes,Credit card (automatic),70.3,0,1706.45,21.0
6695-FRVEC,Male,0,Yes,Yes,67,1,No,DSL,Yes,No,Yes,1,0,0,Two year,Yes,Bank transfer (automatic),60.4,0,3953.7,45.1
4547-LYTDD,Female,0,No,No,16,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Electronic check,72.65,1,1194.3,207.35
9894-QMIMJ,Female,0,No,No,23,1,No,DSL,No,Yes,Yes,0,0,0,One year,No,Bank transfer (automatic),55.8,0,1327.85,1083.7
8069-YQQAJ,Male,0,No,No,14,0,No phone service,DSL,No,Yes,No,0,0,0,Month-to-month,Yes,Mailed check,31.1,0,419.7,2007.85
6770-XUAGN,Female,0,Yes,Yes,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Electronic check,21.0,1,21.0,5882.75
