gender,tenure,PhoneService,TechSupport,StreamingTV,StreamingMovies,Churn,TotalCharges
Male,54,1,1,0,0,0,4362.05
Female,68,1,0,0,0,0,1386.9
Male,20,1,0,0,0,0,415.4
Male,50,1,0,0,0,0,2614.1
Male,58,1,0,0,0,0,1513.6
Male,35,1,0,1,0,0,3161.6
Female,2,1,0,0,0,0,80.95
Male,63,1,1,0,1,0,4676.7
Female,58,1,0,1,1,0,6526.65
Female,27,1,0,0,0,0,583.3
Female,71,1,1,1,1,0,8078.1
Female,63,1,0,0,1,0,3503.5
Male,71,1,0,0,1,0,6669.45
Female,41,1,0,1,1,1,4689.5
Male,13,1,0,1,1,1,1201.15
Male,2,1,0,1,0,1,143.65
Female,68,1,0,0,0,0,1292.65
Male,1,1,0,0,0,0,48.75
Male,65,1,1,1,1,0,7108.2
Male,72,1,0,0,0,0,1802.55
Female,28,1,1,0,0,0,1505.15
Male,72,1,0,0,0,0,1859.1
Female,2,1,0,1,0,0,168.5
Female,18,1,0,0,0,1,390.85
Male,60,1,0,1,1,0,6339.45
Female,26,1,1,0,1,0,1652.4
Male,1,1,0,0,0,1,71.65
Female,4,1,0,0,0,1,77.5
Male,68,1,1,1,1,0,6392.85
Female,38,1,1,0,0,1,3264.5
Female,42,1,0,1,1,0,4599.15
Female,57,1,0,0,0,0,1134.25
Male,54,0,0,0,0,0,1621.35
Female,12,1,0,0,1,1,947.3
Female,44,1,0,0,0,0,2722.2
Male,42,1,0,1,0,0,3058.3
Male,72,1,0,0,0,0,1769.6
Female,71,1,1,1,1,0,6293.75
Female,19,1,0,0,1,1,1761.05
Female,23,1,1,1,1,0,1642.75
Female,30,1,0,0,0,0,578.5
Male,35,1,0,0,0,0,954.9
Female,10,1,0,1,1,1,973.25
Male,1,1,0,0,0,0,43.85
Male,22,1,0,0,0,0,1490.4
Male,7,0,0,0,0,0,280.0
Female,36,0,1,0,1,0,1901.25
Female,34,1,0,0,0,0,716.4
Male,72,1,0,0,0,0,4720.0
Male,36,1,0,0,0,0,930.95
Female,1,1,0,0,0,1,76.35
Female,23,1,0,0,0,1,1676.95
Male,32,1,0,0,1,1,2642.05
Female,71,1,1,0,0,0,6770.85
Female,23,1,0,0,0,0,1835.3
Male,17,1,0,1,1,0,1588.25
Male,1,1,1,1,1,0,75.5
Male,12,1,0,0,0,0,258.35
Female,72,1,0,0,0,0,1502.25
Male,1,1,0,0,0,0,19.2
Male,72,1,0,1,1,0,6929.4
Male,60,1,0,0,0,0,4453.3
Female,61,0,1,1,0,0,3244.4
Female,6,1,0,0,0,0,323.45
Male,32,1,0,0,1,1,2661.1
Female,31,1,0,1,0,1,2697.4
Male,19,1,0,0,0,1,1424.5
Male,72,1,0,0,0,0,1401.15
Female,32,1,0,0,0,0,1739.6
Male,65,1,0,0,1,0,5931.0
Female,45,0,0,1,1,0,2333.85
Male,42,1,0,0,0,0,949.85
Male,8,1,0,0,0,0,572.45
Male,32,1,0,0,0,0,696.8
Female,22,1,1,0,0,0,1381.8
Male,57,0,0,1,1,1,2572.95
Male,1,1,0,0,0,0,47.95
Male,1,1,0,0,0,1,45.1
Female,1,1,0,0,0,0,45.0
Male,24,1,1,1,1,1,2122.45
Male,1,1,0,0,0,1,20.05
Male,54,1,0,0,1,0,4931.8
Female,4,1,0,0,0,0,116.95
Male,65,1,1,1,1,1,6937.95
Female,56,1,0,0,0,0,1261.7
Male,45,1,0,1,1,0,3273.8
Female,71,1,0,0,0,0,1415.85
Male,59,1,0,1,0,0,3958.2
Male,69,0,0,0,0,0,2492.25
Male,19,1,0,0,0,0,279.2
Female,55,1,0,0,0,0,1083.0
Female,38,1,0,0,0,0,755.5
Male,10,1,0,0,0,1,402.6
Female,47,1,0,0,0,0,3252.0
Female,2,0,0,0,1,1,68.75
Male,1,1,0,0,0,1,46.2
Female,1,1,0,0,0,1,45.15
Male,1,0,0,0,1,1,43.3
Male,46,1,0,0,0,0,936.85
Female,38,1,0,0,0,1,2250.65
Female,65,1,1,0,0,0,3857.1
Female,19,1,0,0,0,1,1441.1
Male,52,1,0,0,1,1,4338.6
Male,71,1,0,0,0,0,1378.45
Female,1,1,0,0,0,1,45.95
Female,52,0,1,1,0,0,2566.3
Male,6,1,0,0,0,0,171.0
Female,26,1,0,0,1,0,1597.4
Male,48,1,0,1,1,0,4744.35
Female,64,1,1,1,1,0,6721.6
Female,3,1,0,1,0,1,247.25
Male,1,1,0,0,0,0,44.05
Male,72,1,0,0,0,0,1734.65
Male,1,1,0,0,0,0,45.55
Female,51,1,0,0,1,0,4539.35
Female,41,1,0,0,0,0,804.25
Female,72,1,0,1,0,0,5011.15
Female,43,1,1,1,1,0,3574.5
Male,72,1,1,1,1,0,8086.4
Male,47,1,0,1,1,0,4563.0
Male,72,1,1,1,1,0,6362.35
Male,3,1,0,0,0,0,67.1
Male,1,1,0,0,0,1,70.05
Male,2,1,0,0,1,1,165.45
Male,26,0,0,0,1,0,1156.55
Male,29,1,0,0,1,0,1834.15
Female,35,1,1,1,0,1,3653.35
Male,27,1,0,0,0,0,1477.65
Male,24,1,1,0,1,0,1706.45
Male,67,1,1,0,0,0,3953.7
Female,16,1,0,0,0,1,1194.3
Female,23,1,0,0,0,0,1327.85
Male,14,0,0,0,0,0,419.7
Female,1,1,0,0,0,1,21.0
Female,1,1,0,0,0,1,45.1
Male,4,0,0,1,1,0,207.35
Male,16,1,0,0,1,0,1083.7
Female,46,0,0,1,1,0,2007.85
Male,68,1,1,1,1,0,5882.75
Male,38,1,1,0,0,0,2657.55
Male,30,1,0,0,0,1,1527.5
Female,5,1,0,0,1,1,378.4
Male,17,1,0,0,1,0,1612.2
Male,4,1,0,0,0,0,76.65
Female,12,1,0,0,0,0,260.7
Male,72,1,1,1,1,0,6441.85
Male,3,1,0,1,1,0,266.8
Male,56,1,1,0,1,1,5124.6
Female,41,1,0,0,0,0,962.25
Male,40,0,1,0,0,0,1382.9
Female,7,1,1,1,1,0,571.05
Male,69,1,0,0,0,0,1399.35
Male,7,1,0,0,0,0,150.0
Female,5,0,0,0,0,0,167.2
Female,72,1,1,1,0,0,7657.4
Male,44,1,0,0,0,0,865.05
Female,65,1,0,1,0,0,6153.85
Female,3,1,1,1,0,0,174.2
Male,24,1,1,0,0,0,1269.6
Female,44,1,0,0,0,1,3862.55
Female,72,1,1,1,1,0,6352.4
Male,24,1,1,0,0,0,1348.5
Male,1,1,0,0,0,1,50.9
Male,22,1,0,0,0,0,471.55
Male,70,1,1,1,1,0,5931.75
Male,25,1,0,1,0,0,1404.65
Male,37,1,0,0,0,0,726.1
Female,22,1,0,1,0,0,1961.6
Female,59,1,1,1,0,0,4194.85
Male,49,1,0,1,1,1,4872.45
Male,47,1,1,1,1,1,5118.95
Female,31,1,0,0,0,1,658.95
Male,1,1,0,0,1,0,81.05
Male,3,1,0,0,0,0,76.95
Female,53,1,1,1,1,0,5809.75
Male,1,1,0,0,0,0,20.2
Male,20,1,0,0,0,0,415.9
Female,3,1,0,0,0,1,246.5
Female,51,1,0,0,0,0,996.95
Female,51,1,1,0,0,0,3145.15
Female,13,1,0,0,0,0,265.3
Female,1,1,0,0,0,0,20.9
Male,1,1,0,0,0,0,21.05
Male,63,1,1,0,0,0,4576.3
Male,3,1,0,0,1,0,189.1
Male,46,1,0,0,0,0,908.15
Male,1,1,0,0,0,0,49.8
Male,8,0,0,0,0,1,215.2
Female,71,1,0,0,0,0,1500.95
Male,55,1,0,1,0,0,5099.15
Female,70,1,1,0,0,0,6385.95
Female,2,1,0,0,1,1,159.45
Male,67,1,1,1,1,0,6885.75
Male,65,1,0,1,0,1,5940.85
Male,14,1,0,0,0,0,668.85
Female,20,1,1,0,1,0,1916.2
Male,1,1,0,0,0,1,75.35
Male,1,1,0,0,0,1,75.45
Female,49,1,0,1,1,0,4613.95
Female,72,1,0,1,0,0,7261.25
Female,46,1,0,0,0,0,2459.8
Male,24,1,0,0,0,0,2048.8
Female,5,0,1,0,0,0,163.55
Female,33,1,1,0,0,0,2888.7
Female,42,1,0,0,0,0,2421.6
Male,23,1,0,1,1,0,2292.75
Male,8,1,0,0,0,0,553.4
Male,66,1,0,0,0,0,3465.7
Male,24,1,0,0,0,1,1210.4
Male,24,1,0,0,0,0,1291.3
Male,69,1,1,0,1,1,5356.45
Female,53,1,0,1,1,0,5200.8
Female,60,0,0,1,1,0,3237.05
Female,7,1,0,1,0,1,576.65
Female,20,1,0,0,0,0,433.75
Female,23,1,0,0,1,0,1868.4
Male,72,1,1,1,1,0,5728.55
Male,11,1,0,0,0,1,825.7
Male,21,1,0,0,0,0,390.4
Male,1,1,0,1,1,1,93.55
Male,31,1,0,1,0,0,2845.15
Female,57,1,1,1,0,0,3894.4
Female,45,1,0,0,0,0,886.4
Male,10,1,0,0,1,0,1021.55
Female,58,1,1,1,1,1,5885.4
Male,14,1,0,0,0,0,268.4
Male,27,1,1,1,1,0,2204.35
Female,14,1,0,0,1,1,1259.0
Female,12,0,0,0,0,1,309.1
Female,69,1,1,0,1,0,6398.05
Female,25,1,0,1,0,1,2257.75
Male,58,1,0,1,1,1,6287.25
Female,35,0,1,1,0,0,1662.05
Female,16,1,0,1,0,1,1350.15
Male,45,1,0,1,1,0,3600.65
Female,17,1,0,1,0,0,1329.15
Female,1,1,0,0,0,1,45.7
Male,22,1,0,0,0,0,422.5
Female,1,1,0,0,0,1,69.95
Male,67,1,1,0,1,0,4627.65
Female,67,1,1,1,1,0,6717.9
Female,2,0,0,1,1,1,97.1
Male,23,1,0,0,0,1,1710.45
Female,9,1,0,0,0,0,637.4
Female,5,1,0,0,0,0,117.95
Male,54,0,1,1,0,0,2460.55
Female,57,1,0,1,1,1,5464.65
Male,24,1,0,1,0,1,2165.05
Female,49,1,0,1,1,1,4941.8
Male,5,1,0,0,0,1,223.15
Male,2,1,0,0,1,1,181.1
Female,4,1,1,0,0,1,341.45
Male,70,1,1,1,0,0,5731.85
Male,5,1,0,0,0,1,357.75
Male,53,1,1,1,1,0,4616.1
Female,47,1,0,1,0,1,4533.7
Female,31,1,0,0,0,0,589.25
Male,13,1,1,0,0,0,750.1
Female,28,1,0,0,0,0,1410.25
Female,10,1,0,0,1,1,830.85
Male,38,1,0,0,0,0,743.5
Female,1,1,0,0,0,1,45.3
Male,67,1,0,1,1,1,7040.85
Male,52,1,0,1,1,0,3865.45
Male,62,1,1,1,1,0,6825.65
Female,16,1,0,0,1,0,1340.1
Female,5,1,0,0,0,1,371.65
Male,12,1,0,1,1,0,1184.0
Female,72,1,1,1,1,0,8477.7
Male,71,1,1,1,1,0,7382.85
Female,24,1,0,0,0,0,456.85
Female,15,1,0,0,0,0,331.6
Male,67,1,0,0,1,1,6056.15
Male,2,1,0,0,0,0,134.6
Female,5,0,0,0,0,0,125.5
Female,15,1,0,1,1,1,1390.6
Male,1,1,0,0,0,1,20.2
Male,41,1,0,0,0,0,2511.3
Female,43,1,0,0,1,0,2737.05
Male,1,1,0,0,0,0,74.3
Female,1,1,0,0,0,0,70.6
Female,26,1,0,1,1,1,2361.8
Male,22,1,0,0,0,1,1730.35
Male,71,1,1,1,1,0,6404.0
Male,7,1,0,0,0,0,165.35
Female,28,1,1,0,0,0,1867.6
Male,16,1,0,0,0,0,1043.3
Male,7,1,0,0,0,0,128.6
Female,69,1,1,1,1,0,7455.45
Female,1,0,0,0,0,0,24.7
Male,3,1,0,1,1,0,206.15
Male,21,1,0,1,1,1,2030.3
Female,69,1,0,0,0,0,5869.4
Female,71,0,1,0,0,0,3377.8
Female,69,1,0,0,0,0,1346.2
Female,48,1,1,1,1,0,4946.05
Male,47,1,0,0,0,1,4065.0
Female,2,1,0,0,0,1,106.55
Male,45,1,1,1,1,0,4964.7
Male,51,1,0,0,0,0,4085.75
Female,22,1,1,1,1,1,1742.75
Male,72,1,1,1,1,0,6224.8
Male,37,1,0,1,0,0,3415.25
Male,71,1,1,1,1,0,6325.25
Male,7,1,0,0,0,1,340.25
Female,66,1,0,0,0,0,1683.6
Male,51,1,1,1,1,0,3966.3
Female,30,1,0,0,0,0,608.5
Female,34,1,0,1,0,0,2896.6
Male,64,1,0,0,0,0,1514.85
Male,65,1,0,1,1,0,6792.45
Male,47,1,1,1,0,0,4669.2
Female,1,1,0,1,1,1,95.6
Female,49,1,0,0,0,1,2934.3
Female,67,1,1,1,0,0,6302.8
Male,39,1,0,0,0,0,779.2
Male,14,1,0,0,0,0,283.75
Female,43,1,1,1,1,1,4600.7
Male,56,1,0,1,1,0,5594.0
Female,14,1,1,0,1,0,772.85
Female,1,1,0,0,0,1,71.35
Male,16,1,0,0,0,0,857.8
Male,70,1,0,1,1,0,7554.05
Male,72,1,0,1,1,0,5981.65
Female,23,1,0,0,0,0,1702.9
Male,21,1,0,0,0,0,467.15
Female,1,1,0,0,0,1,20.15
Male,1,1,0,0,0,1,69.75
Female,32,1,0,1,1,1,2931.0
Male,17,1,0,1,0,1,1400.85
Female,4,0,0,0,0,1,137.85
Female,36,1,0,0,0,0,1941.5
Female,50,0,1,0,0,0,1932.75
Female,48,0,1,0,0,0,1423.05
Female,50,1,0,0,0,0,970.85
Male,72,1,1,0,1,0,5810.9
Male,10,1,0,0,0,0,223.9
Female,18,1,0,0,0,0,391.7
Male,1,1,0,1,0,1,79.95
Female,1,1,0,0,0,1,19.3
Male,9,1,0,1,1,0,811.65
Male,2,1,0,0,1,0,174.75
Female,40,1,1,0,0,0,3126.85
Male,69,1,0,1,1,0,6841.45
Female,37,1,1,0,1,1,3754.6
Male,18,1,0,0,0,0,1406.65
Male,11,1,0,0,0,0,834.7
Female,8,1,0,0,1,1,627.4
Female,3,1,0,0,0,1,242.0
Male,55,1,0,0,1,0,3157.0
Male,33,1,0,0,1,0,3092.0
Female,46,1,0,0,0,0,2168.9
Male,34,1,0,0,0,0,980.35
Female,3,1,0,0,0,0,65.95
Male,30,1,0,0,0,0,711.9
Female,33,1,1,0,0,0,1952.8
Male,45,1,0,0,1,0,4368.85
Male,40,1,1,0,0,0,2647.1
Female,71,1,1,1,1,0,8477.6
Male,1,1,0,0,0,1,54.35
Female,72,0,1,1,1,0,4528.0
Female,22,1,0,0,1,0,1790.65
Male,46,1,0,0,0,0,845.6
Female,55,1,0,0,0,0,1210.3
Male,1,1,0,0,0,0,20.45
Female,12,1,1,1,1,0,854.45
Male,31,1,0,0,0,0,2429.1
Male,5,0,0,0,0,1,100.4
Female,67,1,0,1,1,0,5229.45
Male,1,1,0,0,0,0,44.45
Male,40,0,0,0,0,1,1716.45
Male,41,1,0,1,0,0,3023.55
Male,1,1,0,0,0,1,75.3
Male,51,1,0,1,0,1,4837.6
Male,42,0,1,1,0,0,2032.3
Male,23,1,0,0,0,0,436.9
Female,1,1,0,0,0,1,70.55
Female,1,1,0,0,0,0,20.15
Female,56,1,0,1,1,0,5893.95
Male,15,1,0,1,0,0,1430.05
Male,12,1,0,0,0,0,313.0
Female,54,1,1,0,1,0,3871.85
Female,7,1,0,1,1,0,458.1
Female,33,1,0,0,1,1,2745.7
Male,16,1,0,0,0,0,341.35
Female,21,1,0,0,1,0,1336.8
Male,30,1,0,1,1,0,2181.75
Male,3,1,1,0,0,0,147.75
Male,11,1,0,0,0,0,818.45
Female,62,1,1,1,1,0,7133.45
Male,18,1,0,0,0,0,348.8
Male,6,1,0,0,0,0,128.6
Female,46,1,0,1,1,0,4674.4
Male,21,1,0,0,1,0,1737.45
Male,68,1,0,0,0,0,1498.85
Female,1,1,0,0,0,0,50.1
Female,25,1,0,0,0,0,1797.75
Female,24,1,0,0,0,0,498.1
Female,30,1,0,0,1,1,2624.25
Female,2,1,0,0,1,1,184.1
Male,51,1,0,1,1,0,5498.8
Female,57,1,1,1,1,0,4845.4
Female,15,1,0,0,0,0,369.1
Female,72,1,1,1,1,0,6096.9
Female,2,1,0,0,0,1,160.75
Male,28,1,0,1,0,0,2684.35
Male,29,1,0,1,1,1,3004.15
Male,70,1,1,1,0,0,6994.8
Female,13,1,0,0,0,0,273.25
Female,59,1,1,0,0,0,5483.9
Male,13,1,0,1,1,1,1233.65
Male,7,1,0,0,0,1,527.9
Female,62,1,1,1,1,0,4985.9
Female,21,1,1,0,0,0,1258.35
Female,2,1,0,0,1,0,111.4
Female,1,1,0,0,0,0,43.95
Male,4,1,0,0,1,0,308.1
Female,19,1,0,0,0,0,383.65
Female,30,1,1,1,0,1,2555.9
Male,67,1,0,0,0,0,1284.2
Male,72,1,0,0,1,0,7550.3
Male,53,1,0,0,0,0,1110.05
Female,5,1,0,0,0,0,99.6
Male,71,1,1,0,1,0,6707.15
Female,50,1,1,1,1,0,4164.4
Male,56,1,1,1,1,0,5873.75
Male,2,1,1,0,0,0,109.25
Female,2,1,0,0,1,1,179.25
Male,24,1,0,0,0,1,1338.15
Male,46,1,0,0,0,0,862.4
Male,71,1,1,1,1,0,8564.75
Female,29,0,1,0,0,0,926.2
Male,69,1,0,0,0,0,1718.2
Male,71,1,1,1,1,0,5956.85
Female,1,1,0,1,1,1,91.3
Male,56,1,1,1,1,0,4824.45
Male,56,1,0,0,0,0,1238.65
Male,1,1,0,1,0,1,79.5
Female,28,1,0,0,0,0,672.2
Female,19,1,0,0,0,0,382.2
Male,66,1,1,0,1,0,4264.6
Female,17,1,1,0,0,0,1070.7
Male,52,1,0,0,0,0,1345.85
Female,19,1,0,1,0,0,1045.25
Female,36,1,1,1,1,0,3003.55
Male,7,1,0,0,0,1,467.55
Male,72,1,1,0,1,0,7537.5
Male,67,1,0,1,1,1,7482.1
Male,34,1,0,1,1,0,3343.15
Male,57,1,0,0,1,1,5427.05
Female,7,1,0,1,0,1,587.1
Female,1,1,0,1,1,1,100.8
Male,8,1,0,0,0,0,161.15
Female,69,1,1,1,1,0,7028.5
Female,50,1,0,1,1,0,5232.9
Male,10,1,0,0,0,0,225.85
Female,12,1,0,0,0,0,274.7
Female,14,1,0,0,1,1,1180.95
Female,70,0,1,0,1,0,3370.2
Female,64,1,1,1,1,0,7111.3
Female,66,1,1,1,1,0,5958.85
Female,71,1,1,1,1,0,5999.85
Male,20,1,0,1,1,0,1648.45
Male,72,1,1,1,1,0,5753.25
Female,71,1,1,0,0,0,4492.9
Male,38,1,0,1,1,0,3956.7
Female,28,1,0,0,1,1,2625.55
Male,17,1,0,0,0,1,1233.4
Male,33,0,0,1,0,0,1309.0
Female,23,0,1,0,0,0,813.45
Male,58,1,0,0,0,0,1108.8
Female,70,1,1,1,1,0,7349.35
Male,4,1,0,0,0,0,294.2
Male,45,1,0,0,0,0,929.2
Male,10,1,0,0,0,1,740.0
Male,36,1,0,0,0,0,754.5
Male,54,1,1,1,0,0,3883.3
Male,23,1,1,0,0,0,1414.2
Female,41,1,0,1,0,0,3211.2
Male,5,1,0,0,0,0,371.6
Male,27,0,0,0,1,0,1246.4
Female,1,1,1,1,1,0,95.85
Female,67,0,1,0,0,0,2545.7
Female,72,1,1,1,1,0,6448.85
Female,56,1,0,0,0,0,1468.9
Male,44,1,0,0,0,0,1013.6
Female,66,1,0,1,1,0,6690.75
Female,34,1,1,0,0,1,2088.75
Female,69,1,1,1,1,0,7240.65
Female,1,1,0,1,1,1,102.45
Female,40,1,0,0,0,0,830.25
Male,30,1,0,0,0,0,1588.7
Female,11,1,1,1,1,0,829.3
Female,15,1,0,0,0,0,302.45
Male,11,1,0,1,1,0,712.25
Female,64,1,0,0,0,0,1336.65
Male,72,1,1,1,0,0,5360.75
Male,72,1,1,0,0,0,6735.05
Female,1,1,0,0,0,0,51.2
Female,15,1,1,0,0,0,1010.0
Female,60,1,1,1,1,0,4847.05
Male,56,1,0,0,0,0,3019.7
Female,8,1,0,0,0,0,161.65
Female,3,1,1,0,0,1,217.55
Female,49,1,0,0,0,0,2583.75
Female,2,1,0,1,0,1,146.05
Female,6,1,1,0,1,1,567.45
Male,70,1,1,1,1,0,7711.25
Male,12,1,1,1,1,1,1384.75
Male,52,1,1,1,1,0,5481.25
Female,72,1,1,1,1,0,8124.2
Female,40,1,0,0,0,0,827.3
Female,1,1,0,0,0,1,70.9
Female,3,1,0,1,0,1,220.95
Female,40,1,0,1,1,0,3673.6
Male,1,1,0,0,0,0,49.85
Male,30,1,0,0,0,0,576.65
Male,23,1,1,1,1,1,2331.3
Male,1,1,0,0,0,1,74.5
Female,44,1,1,1,1,0,4495.65
Male,65,1,1,1,1,1,6941.2
Female,7,1,0,0,0,0,340.35
Male,72,1,0,0,0,0,1789.9
Female,8,1,1,1,1,0,908.55
Female,16,1,0,0,1,1,1043.35
Male,66,1,0,1,1,1,6822.15
Male,1,1,0,0,0,1,71.55
Male,3,1,0,0,0,0,157.55
Male,53,1,0,0,1,1,5029.2
Male,8,1,1,0,1,0,581.7
Male,69,1,1,1,1,1,7318.2
Female,5,1,0,1,0,0,420.45
Female,72,1,1,1,1,0,7576.7
Female,13,0,0,1,1,1,633.4
Female,4,1,0,1,0,1,321.65
Female,54,1,1,1,1,0,4965.0
Male,72,1,1,1,1,0,6151.9
Male,12,1,0,1,1,1,1253.9
Male,1,0,0,0,0,1,25.15
Male,1,1,0,0,0,0,45.2
Female,54,1,1,1,1,1,5893.15
Male,69,1,0,0,0,0,5420.65
Female,48,1,0,0,0,0,2627.35
Female,48,1,0,1,1,1,5037.55
Female,8,1,1,0,1,0,743.75
Male,71,1,1,1,1,0,6589.6
Male,2,1,0,0,0,1,92.45
Male,67,1,0,1,1,0,6733.15
Male,34,1,0,1,1,0,3410.0
Female,3,1,0,0,0,0,199.85
Female,9,1,1,1,0,0,593.3
Male,71,1,0,1,1,0,7288.4
Male,57,1,1,1,0,0,5229.8
Male,72,0,1,1,1,0,4464.8
Female,48,1,1,1,1,0,5068.05
Male,18,1,0,0,0,0,401.85
Male,43,1,1,1,1,0,4451.85
Female,72,1,1,1,1,0,6688.95
Male,35,1,1,1,1,0,2661.1
Male,4,1,0,0,0,0,73.05
Female,49,1,0,0,0,0,1211.65
Female,71,1,0,1,0,0,7030.65
Male,11,1,0,1,1,0,1020.2
Male,63,1,1,1,1,0,5597.65
Female,65,1,0,1,0,0,6223.3
Female,49,1,0,0,0,0,1024.65
Female,29,1,0,1,1,1,2933.2
Female,15,1,1,0,0,1,1258.3
Female,4,1,0,0,0,0,82.9
Female,72,1,1,1,1,0,7789.6
Female,26,1,0,1,0,0,2067.0
Female,35,1,0,1,1,0,3452.55
Female,57,1,1,0,1,0,5468.95
Male,28,1,0,0,1,0,1802.15
Female,25,1,0,0,0,0,733.55
Female,47,1,0,1,0,0,3021.45
Female,57,1,1,0,0,0,3687.85
Male,16,1,0,1,0,0,1391.15
Male,5,1,0,0,0,0,274.35
Male,17,1,0,0,0,1,1214.05
Female,56,1,0,1,1,1,5510.65
Male,72,1,0,0,0,0,1322.85
Female,21,1,0,1,1,1,1973.75
Female,48,0,0,0,1,0,2196.3
Female,68,1,1,1,1,0,7843.55
Female,30,1,1,1,1,0,3211.9
Female,3,1,0,0,0,0,130.15
Female,14,0,1,0,0,0,692.35
Female,4,1,0,0,0,0,85.5
Female,71,1,0,0,1,0,6849.4
Male,8,1,0,0,0,0,203.95
Male,61,0,0,0,0,0,2117.2
Male,72,1,1,0,0,0,6565.85
Female,5,1,0,1,0,0,424.75
Female,49,1,1,0,0,0,3306.85
Male,8,1,0,0,0,0,168.9
Male,3,1,0,0,1,0,253.8
Male,9,1,0,0,0,0,197.4
Male,67,1,0,0,0,0,3838.2
Male,46,1,0,0,0,0,2065.15
Female,67,1,0,0,1,0,5064.45
Female,55,1,0,0,0,0,1140.05
Male,33,1,0,1,0,0,2447.45
Male,62,1,0,0,0,0,1263.9
Female,1,1,0,0,0,1,45.95
Male,49,0,0,0,1,0,1838.15
Male,1,1,0,0,0,0,44.75
Male,14,1,0,0,0,0,1185.0
Male,18,1,1,1,0,0,1743.9
Female,1,1,0,0,0,1,70.15
Female,1,1,0,1,0,1,85.55
Female,72,1,1,1,1,0,8529.5
Male,64,1,1,0,1,0,6549.45
Male,69,1,1,1,1,0,7806.5
Female,1,1,0,0,0,0,25.7
Male,71,1,1,1,1,0,6287.3
Female,66,1,1,0,0,0,3251.85
Male,2,1,0,0,0,0,50.6
Female,71,1,1,1,1,0,7904.25
Male,11,1,0,1,0,0,729.95
Male,47,1,0,0,0,0,2654.05
Female,35,1,0,0,0,1,2416.55
Male,32,1,0,1,1,1,3520.75
Male,60,1,1,1,1,0,5969.95
Male,11,1,0,0,0,0,226.8
Female,29,0,1,0,0,0,1082.75
Male,21,0,0,0,0,0,565.75
Male,48,1,0,0,1,0,4370.75
Female,3,0,0,0,0,0,90.05
Female,43,1,0,0,0,0,2169.4
Male,5,1,0,1,1,0,550.6
Female,1,1,0,0,1,0,55.45
Male,71,1,1,1,1,0,6300.85
Female,8,1,0,0,0,0,160.05
Male,8,1,0,1,0,0,436.6
Male,20,1,0,1,0,0,1781.35
Female,33,1,0,1,1,1,3467.0
Male,71,1,0,0,0,0,5552.5
Female,31,1,0,1,0,0,2835.5
Female,38,1,0,0,1,0,3591.25
Male,1,1,0,1,1,1,88.35
Female,2,0,0,0,0,0,63.75
Female,12,0,0,1,1,0,617.15
Female,9,1,1,0,1,0,870.25
Male,11,1,1,0,0,0,601.25
Male,6,1,0,0,0,0,111.65
Female,71,1,1,1,1,0,6046.1
Female,42,1,0,1,0,0,3923.8
Female,8,1,0,1,1,1,777.3
Female,5,1,0,1,1,1,512.45
Female,2,1,0,0,0,1,141.45
Female,45,1,0,0,0,0,892.15
Male,28,0,1,1,1,0,1682.05
Female,43,1,0,0,0,0,3398.9
Male,60,1,1,1,1,0,4984.85
Female,42,0,1,0,0,1,1445.3
Male,7,0,1,0,1,0,305.55
Female,25,1,0,0,0,0,507.9
Female,40,1,0,1,1,1,3640.45
Male,27,1,0,1,1,0,2673.45
Male,10,0,1,0,0,0,389.8
Female,27,1,0,0,0,0,2401.05
Female,11,1,1,0,0,0,651.55
Male,4,0,0,1,0,0,156.1
Male,68,0,0,0,1,0,2796.35
Male,1,1,0,0,0,0,70.05
Female,18,1,0,0,0,0,407.05
Female,57,1,0,1,1,1,6465.0
Male,26,1,0,0,0,0,511.25
Female,17,0,0,0,0,0,646.05
Male,1,0,0,0,1,1,35.9
Male,38,1,0,1,1,1,3777.15
Male,59,1,0,0,0,0,4903.15
Male,30,1,0,0,0,0,1653.85
Male,2,0,0,0,0,1,47.5
Female,50,1,0,0,0,0,1306.3
Male,9,0,1,0,1,0,463.6
Female,3,1,0,0,0,0,60.65
Female,14,1,0,1,0,0,824.85
Female,31,1,0,0,0,0,2094.65
Female,7,1,0,0,0,0,438.9
Female,8,1,1,1,1,1,847.3
Male,17,1,0,0,0,0,329.75
Male,32,1,0,0,0,0,674.55
Female,2,1,0,1,0,0,162.55
Male,7,1,0,1,0,1,546.95
Female,72,1,0,1,1,0,7887.25
Female,31,1,0,1,1,1,3186.65
Female,27,1,0,0,0,0,1972.35
Female,18,1,0,1,0,1,1527.35
Male,7,1,0,0,0,0,490.55
Female,14,1,0,1,1,1,1531.4
Male,11,1,0,1,0,0,683.25
Female,72,1,1,1,1,0,8058.85
Male,28,1,0,1,1,1,2847.4
Male,15,1,0,0,0,1,1133.9
Female,4,1,0,0,0,0,294.45
Female,71,1,0,0,0,0,1719.15
Female,5,1,1,0,1,1,461.7
Male,47,1,0,0,0,0,1160.45
Male,57,1,0,1,0,0,5199.8
Male,50,1,0,1,1,0,5163.3
Male,8,1,0,0,0,0,162.3
Female,48,1,0,0,0,0,883.35
Female,70,1,0,0,0,0,1341.5
Male,1,1,1,0,1,0,70.45
Male,8,1,0,0,1,0,659.45
Female,1,1,0,0,0,1,77.15
Male,1,0,0,0,1,1,35.25
Male,60,1,0,0,0,0,1205.05
Male,49,1,1,1,1,0,4917.9
Male,4,0,0,1,1,1,201.0
